ndcg_at_20,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,MAP
Protoss,0.58327,0.54643,0.40278,0.20394,0.0,0.10166,0.27066,0.12993,0.56324,0.04689,0.11432,0.54419,0.35606,0.41232,0.20699,0.22755,0.47966,0.34612,0.0,0.00852,0.0,0.22159,0.05281,0.07895,0.4195100000000001,0.39566,0.04899,0.0,0.26235,0.12367,0.36838,0.71943,0.17916,0.5250100000000001,0.34422,0.27423000000000003,0.59187,0.47608,0.0,0.36916,0.0,0.3827,0.3116,0.52962,0.20821,0.4119600000000001,0.59677,0.51189,0.30948000000000003,0.05974,0.2863513999999999
SNUMedinfo12,0.49713,0.52208,0.31371,0.35921,0.0,0.19132,0.2754,0.2863,0.3285,0.06639,0.26629,0.31418,0.05111,0.08294,0.32307,0.1628,0.54737,0.2577,0.06531,0.017669999999999998,0.0802,0.11198,0.15588,0.08315,0.21508,0.26482,0.11267,0.0,0.20063,0.19508,0.22339,0.75111,0.17916,0.52508,0.39438,0.16652,0.74687,0.27717,0.0,0.35738000000000003,0.02493,0.51218,0.15215,0.34415,0.37281,0.35274,0.67605,0.44433,0.61946,0.02311,0.2698188000000001
Zerg,0.5926899999999999,0.38625,0.24039,0.19756,0.0,0.14014,0.22763000000000005,0.2659,0.5626399999999999,0.07695,0.10268,0.54419,0.29087,0.20751,0.25075,0.22821,0.40025,0.29588000000000003,0.0,0.02795,0.08119,0.14942,0.1075,0.01411,0.25007,0.22051,0.05545,0.0,0.25178,0.04845,0.30035,0.56192,0.21128,0.49327,0.36482,0.24708,0.57786,0.37147,0.0,0.40585,0.02757,0.41407,0.32026,0.504,0.13544,0.41612,0.68626,0.45465,0.57589,0.06823,0.2670662
webisWt14axSyn,0.28523000000000004,0.34979,0.33266,0.19072,0.0,0.3085,0.26633,0.19513,0.39303,0.00898,0.25525,0.17302,0.275,0.28034000000000003,0.06629,0.3063,0.40743,0.59118,0.00628,0.0,0.0,0.22445,0.02429,0.014730000000000004,0.0,0.23383,0.23133,0.0,0.21941,0.24796,0.38077,0.6463,0.30706,0.49935,0.45709,0.43197,0.69534,0.24799,0.054520000000000006,0.15746,0.0,0.3759,0.30662,0.68372,0.19788,0.30507,0.7919,0.17835,0.55882,0.17369,0.2667452
webisWt14axMax,0.28523000000000004,0.34979,0.33266,0.19072,0.0,0.3085,0.26633,0.19513,0.39303,0.00898,0.25525,0.17302,0.275,0.28034000000000003,0.06629,0.3063,0.40743,0.59118,0.00628,0.0,0.0,0.22445,0.02429,0.014730000000000004,0.0,0.23383,0.23133,0.0,0.21941,0.24796,0.38077,0.6463,0.30706,0.49935,0.45709,0.43197,0.69534,0.24799,0.054520000000000006,0.15746,0.0,0.3759,0.30662,0.68372,0.19788,0.30507,0.7919,0.17835,0.55882,0.17369,0.2667452
ICTNET14ADR3,0.43109,0.5526300000000001,0.4986100000000001,0.18372,0.0,0.19083,0.34457,0.34033,0.40959,0.12277,0.08847999999999999,0.3015,0.23968000000000006,0.17515,0.0,0.3067,0.38318,0.24518,0.48812,0.058670000000000014,0.0,0.13013,0.03047,0.10811,0.47519,0.21353000000000005,0.04826,0.0,0.06269,0.19354,0.2764,0.52584,0.17916,0.19033,0.35783000000000004,0.09439,0.537,0.31242,0.10852,0.39824,0.26335,0.20261,0.32085,0.47759,0.50107,0.33678,0.6514300000000001,0.31941,0.36497,0.07778,0.2623738
ICTNET14ADR1,0.43526,0.5543899999999999,0.50113,0.17792,0.0,0.19105,0.38093,0.43976,0.40762,0.12277,0.05582,0.30922,0.23968000000000006,0.17662,0.0,0.30515,0.34831,0.22386,0.48812,0.0383,0.0,0.1165,0.05517,0.10536,0.35508,0.21838,0.0522,0.0,0.04932,0.1661,0.2764,0.49913,0.16681,0.2539,0.34905,0.06657,0.53657,0.32864,0.06847,0.36199,0.25662,0.26016,0.30028,0.45515,0.50107,0.32275,0.61748,0.30589,0.47488,0.10989000000000003,0.26051440000000003
wistud.runA,0.53806,0.27719,0.33018000000000003,0.2193,0.0,0.17675,0.23122,0.22008000000000005,0.61627,0.07474,0.28868,0.50372,0.27954,0.39891,0.14448,0.25287,0.34907,0.13972,0.0,0.04954,0.0,0.32421,0.05786,0.11399,0.25791,0.22581,0.07696,0.0,0.31661,0.06966,0.25682,0.46,0.22846,0.45787,0.35877,0.19369,0.55734,0.37548,0.08027999999999999,0.29909,0.04015,0.35274,0.28173000000000004,0.63313,0.13499,0.33275,0.5978600000000001,0.39453,0.31254,0.13647,0.2603604
webisWt14axAll,0.41776,0.34979,0.33871,0.39369,0.0,0.29378000000000004,0.23591,0.09284,0.45946,0.10817,0.23895,0.11995,0.15850999999999998,0.13268,0.053520000000000005,0.35944,0.39194,0.68698,0.0066,0.0,0.0,0.22445,0.2043,0.03586,0.0,0.15248,0.34959,0.0,0.28759,0.27736,0.30993000000000004,0.40703,0.34343,0.36296,0.30024,0.25106,0.55507,0.25273,0.00824,0.06117,0.0,0.35004,0.17043,0.64622,0.10486,0.49722,0.79974,0.30079,0.63565,0.15747,0.2576918
CiirAll1,0.46317,0.1946,0.37715,0.22008000000000005,0.0,0.25805,0.22785,0.09653,0.39129,0.09021,0.0,0.6772199999999999,0.42233,0.30646,0.0,0.26105,0.4002,0.11914,0.0,0.00852,0.0,0.25418,0.02574,0.1202,0.11718,0.18286,0.53518,0.0,0.31314000000000003,0.38374,0.32679,0.71982,0.14101,0.3387,0.25994,0.32685,0.44402,0.29796,0.09883,0.254,0.0,0.56935,0.034960000000000005,0.26139,0.14870999999999998,0.15372,0.73598,0.04464,0.6654399999999999,0.23046,0.24997279999999997
SNUMedinfo11,0.31085,0.48227,0.19545,0.34753,0.0,0.18086,0.10496,0.17672000000000002,0.57019,0.11933,0.11438,0.14023,0.05111,0.11163,0.02307,0.151,0.76383,0.49264,0.17975,0.07635,0.0,0.19257,0.10722,0.01254,0.015780000000000002,0.12596,0.12154,0.0,0.33226,0.24696,0.20293,0.75111,0.11127,0.38505,0.31099,0.21575,0.67599,0.25222,0.0,0.1286,0.01184,0.5121399999999999,0.09105,0.25923,0.2728,0.30173,0.57211,0.3438,0.97396,0.0611,0.243613
ICTNET14ADR2,0.40571,0.5603,0.41703,0.16084,0.0,0.19185,0.37654,0.42708,0.33007,0.10575,0.05582,0.28122,0.23968000000000006,0.13365,0.0,0.28623000000000004,0.37385,0.08896,0.48812,0.04499,0.0,0.10768,0.054110000000000005,0.03894,0.38206,0.25947,0.02461,0.0,0.06662,0.13084,0.2764,0.47577,0.12116,0.22245,0.35475,0.10966,0.36057,0.3369,0.12612,0.22471,0.2538,0.22532,0.29658,0.35405,0.50107,0.28528000000000003,0.61893,0.29198,0.40349,0.1016,0.23945220000000003
CiirSdm,0.42064,0.44787,0.26872,0.18112,0.0,0.16744,0.1054,0.12471,0.6067899999999999,0.11894,0.14113,0.18293,0.06446,0.17642,0.00842,0.16766,0.68589,0.45812,0.01586,0.0,0.0,0.14639000000000002,0.14648,0.00842,0.02367,0.16213,0.14306,0.0,0.30324,0.14473,0.20219,0.59745,0.34064,0.39668,0.29685,0.23062,0.58185,0.24128,0.0,0.07968,0.01344,0.32347,0.13642,0.41999,0.29445,0.22677,0.5737,0.25874,0.70773,0.05199,0.22789159999999994
utexact,0.45074,0.31374,0.3308,0.1861,0.0,0.02721,0.45488,0.12148,0.20581,0.02117,0.08847999999999999,0.322,0.22536,0.01956,0.0,0.18242,0.67684,0.27305,0.5459,0.18473,0.14817,0.12473,0.0901,0.01516,0.20241,0.11629,0.08482999999999999,0.0,0.02636,0.12683,0.21375,0.37138,0.08649,0.32186,0.4395600000000001,0.1334,0.38492,0.37497,0.14633,0.1507,0.0368,0.42742,0.03003,0.4279,0.69313,0.14107999999999998,0.63232,0.17911,0.38319,0.18316,0.22645300000000007
utbase,0.45074,0.31374,0.34357,0.23217,0.0,0.02721,0.42917,0.12371,0.15846,0.06694,0.08847999999999999,0.28489000000000003,0.06869,0.01956,0.13456,0.26684,0.76853,0.31844,0.50563,0.17438,0.14817,0.11457,0.04745,0.01669,0.20491,0.11629,0.07686,0.0,0.04187,0.14687,0.15673,0.37138,0.08649,0.32186,0.42513,0.1334,0.38492,0.34724,0.12177,0.14853,0.10417,0.42742,0.03003,0.43304,0.4894600000000001,0.12165,0.6017899999999999,0.17911,0.524,0.10753,0.22410080000000002
CiirWikiRm,0.32519000000000003,0.39122,0.32857,0.19549,0.0,0.03341,0.094,0.12300000000000001,0.54291,0.11416,0.06575,0.0932,0.20011,0.06865,0.07037,0.16005,0.63017,0.35574,0.00838,0.0,0.0,0.19574,0.04733,0.0,0.02039,0.16635,0.21052,0.0,0.32424000000000003,0.11737,0.31857,0.49755,0.25801,0.37876,0.32481,0.26033,0.67338,0.21995,0.0,0.15467999999999998,0.0,0.37146,0.01575,0.12637,0.36651,0.15964,0.5849300000000001,0.03466,0.8093600000000001,0.1767,0.21227459999999998
