ndcg_at_20,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,MAP
uogTrDwl,0.6378699999999999,0.26224000000000003,0.35134,0.26514,0.033260000000000005,0.06132000000000001,0.37037,0.18367,0.5688300000000001,0.12093,0.02122,0.48914,0.46826,0.37638,0.01627,0.28841,0.77779,0.56385,0.12666,0.03637,0.02286,0.19337,0.09606,0.09771,0.42675,0.24597,0.03227,0.32883,0.32137,0.21146,0.43612,0.7262,0.17916,0.43269,0.4319,0.24119,0.67772,0.46683,0.07387,0.64658,0.24432,0.6733399999999999,0.19884,0.58258,0.61528,0.33003000000000005,0.7400100000000001,0.24794,0.18492,0.0895,0.3242998
UDInfoWebLES,0.52008,0.25418,0.58796,0.21534,0.0,0.74697,0.2417,0.046610000000000006,0.44814,0.1315,0.28591,0.6862,0.33688,0.3681,0.01012,0.1715,0.57699,0.07927000000000001,0.0,0.05624,0.03293,0.21941,0.23213000000000006,0.13601,0.6358199999999999,0.48005,0.10211,0.0,0.21049,0.28971,0.47216,0.32401,0.26872,0.6343,0.30711,0.38688,0.66737,0.38654,0.1138,0.33827,0.25796,0.80086,0.24091,0.24152,0.33988,0.28614,0.65037,0.38358,0.59628,0.3487,0.3229542
UDInfoWebENT,0.4351100000000001,0.27493,0.47944,0.17123,0.0,0.40537,0.2499,0.04102,0.40432,0.09783,0.10931,0.60273,0.20935,0.51457,0.008020000000000001,0.21202,0.58938,0.0,0.04504,0.04161,0.0,0.4336100000000001,0.18738,0.2144,0.59036,0.43509,0.07518,0.10418,0.30795,0.42105,0.38434,0.72931,0.2434,0.36493,0.39778,0.37612,0.62297,0.41264,0.10268,0.28306,0.24571,0.72826,0.24755,0.21749,0.3591,0.10125,0.77877,0.27253,0.64954,0.19013,0.30735880000000004
UDInfoWebAX,0.5473,0.32399,0.56708,0.19615,0.0,0.5651,0.32295,0.06481,0.36468,0.10764,0.13696,0.5686,0.3734,0.52264,0.01381,0.17165999999999998,0.59187,0.07269,0.05297,0.05787000000000001,0.02417,0.39491,0.24142,0.15327000000000002,0.4880600000000001,0.31609,0.068,0.0,0.21393,0.24417,0.4286,0.5479,0.24113,0.50848,0.3624,0.49226,0.66808,0.41124,0.12647,0.30982,0.09908,0.80086,0.20606,0.19692,0.2553,0.1631,0.72027,0.3422,0.44463,0.23675,0.3065548
uogTrDuax,0.38749,0.25138,0.51367,0.34973000000000004,0.0,0.16352,0.26752,0.09208,0.30795,0.04349,0.05221,0.42603,0.35798,0.30361,0.25523,0.21824,0.45709,0.34171,0.08799,0.02096,0.0,0.17348,0.16049000000000002,0.0494,0.38689,0.28429,0.02332,0.10436,0.23257,0.23634,0.15808,0.74887,0.17916,0.29392,0.40163,0.38952,0.61768,0.39286,0.20079,0.40062,0.15894,0.6733399999999999,0.6320600000000001,0.6792600000000001,0.37016,0.33758,0.7450600000000001,0.37714,0.376,0.44368,0.3025074
Terran,0.4886,0.77213,0.50338,0.20394,0.0,0.10374,0.22431,0.29901,0.62195,0.0387,0.0,0.54419,0.33655,0.26879000000000003,0.22301,0.25363,0.48983,0.33329000000000003,0.0,0.034910000000000004,0.0,0.11605,0.05281,0.09443,0.51215,0.39618,0.01952,0.0,0.13914,0.18662,0.37682,0.66895,0.17916,0.4471,0.35554,0.26042,0.7680899999999999,0.44036,0.0,0.38012,0.01279,0.41478,0.24988,0.51561,0.27511,0.4923,0.55072,0.51189,0.4920100000000001,0.052729999999999985,0.29402480000000003
uogTrIwa,0.6128600000000001,0.29204,0.43016,0.28468000000000004,0.0,0.12484,0.24799,0.36151,0.54694,0.16441,0.09185,0.41812,0.42159,0.27054,0.02438,0.22703,0.77135,0.47843,0.06808,0.0118,0.1302,0.2456,0.08495,0.07628,0.36986,0.39293,0.03887,0.05072,0.24648,0.17770999999999998,0.4613100000000001,0.72507,0.13766,0.30357,0.4108600000000001,0.23631,0.78546,0.37573,0.18037,0.39143,0.17912999999999998,0.67519,0.11797,0.27982,0.32171,0.26745,0.52791,0.2299,0.35541,0.01695,0.2928282000000001
wistud.runB,0.5352899999999999,0.24455,0.5613100000000001,0.23718000000000006,0.0,0.19925,0.2338,0.11149,0.60858,0.06201,0.06494,0.62149,0.40247,0.37889,0.08438999999999999,0.26463000000000003,0.47503,0.16213,0.0,0.03188,0.0,0.39427,0.12434,0.05455,0.49322,0.14632,0.0911,0.06599,0.30478,0.0,0.34476,0.6491600000000001,0.13856,0.5553600000000001,0.39744,0.46473,0.39738,0.31977,0.15472,0.5025,0.03712,0.6733399999999999,0.20192,0.79652,0.0944,0.20757,0.71349,0.33338,0.21621,0.39056,0.2908554
wistud.runC,0.5352899999999999,0.24455,0.5613100000000001,0.23718000000000006,0.0,0.19925,0.2338,0.11149,0.60858,0.06201,0.06494,0.62149,0.40247,0.37889,0.08438999999999999,0.26463000000000003,0.47503,0.16213,0.0,0.03188,0.0,0.39427,0.12434,0.05455,0.49322,0.14632,0.0911,0.06599,0.30478,0.0,0.34476,0.6491600000000001,0.13856,0.5553600000000001,0.39744,0.46473,0.39738,0.31977,0.15472,0.5025,0.03712,0.6733399999999999,0.20192,0.79652,0.0944,0.20757,0.71349,0.33338,0.21621,0.39056,0.2908554
